"Date","Price","Open","High","Low","Vol.","Change %"
"02/08/2024","189.56","189.00","191.62","185.58","83.03M","1.06%"
"02/09/2024","193.57","190.18","194.12","189.48","84.48M","2.12%"
"02/12/2024","188.13","192.11","194.73","187.28","95.50M","-2.81%"
"02/13/2024","184.02","183.99","187.26","182.11","86.76M","-2.18%"
"02/14/2024","188.71","185.30","188.89","183.35","81.20M","2.55%"
"02/15/2024","200.45","189.16","200.88","188.86","120.83M","6.22%"
"02/16/2024","199.95","202.06","203.17","197.40","111.35M","-0.25%"
"02/20/2024","193.76","196.13","198.60","189.13","104.55M","-3.10%"
"02/21/2024","194.77","193.36","199.44","191.95","103.84M","0.52%"
"02/22/2024","197.41","194.00","198.32","191.36","92.74M","1.36%"
"02/23/2024","191.97","195.31","197.57","191.50","78.84M","-2.76%"
"02/26/2024","199.40","192.29","201.78","192.00","111.75M","3.87%"
"02/27/2024","199.73","204.04","205.60","198.26","108.65M","0.17%"
"02/28/2024","202.04","200.42","205.30","198.44","99.81M","1.16%"
"02/29/2024","201.88","204.18","205.28","198.45","85.91M","-0.08%"
"03/01/2024","202.64","200.52","204.52","198.50","82.24M","0.38%"
"03/04/2024","188.14","198.73","199.75","186.72","134.34M","-7.16%"
"03/05/2024","180.74","183.05","184.59","177.57","119.66M","-3.93%"
"03/06/2024","176.54","179.99","181.58","173.70","107.92M","-2.32%"
"03/07/2024","178.65","174.35","180.04","173.70","102.13M","1.20%"
"03/08/2024","175.34","181.50","182.73","174.70","85.55M","-1.85%"
"03/11/2024","177.77","175.45","182.87","174.80","85.39M","1.39%"
"03/12/2024","177.54","177.77","179.43","172.41","87.39M","-0.13%"
"03/13/2024","169.48","173.05","176.05","169.15","106.53M","-4.54%"
"03/14/2024","162.50","167.77","171.17","160.51","126.33M","-4.12%"
"03/15/2024","163.57","163.16","165.18","160.76","97.15M","0.66%"
"03/18/2024","173.80","170.02","174.72","165.90","108.21M","6.25%"
"03/19/2024","171.32","172.36","172.82","167.42","77.27M","-1.43%"
"03/20/2024","175.66","173.00","176.25","170.82","83.85M","2.53%"
"03/21/2024","172.82","176.39","178.18","171.80","73.18M","-1.62%"
"03/22/2024","170.83","166.69","171.20","166.30","75.58M","-1.15%"
"03/25/2024","172.63","168.76","175.24","168.73","74.23M","1.05%"
"03/26/2024","177.67","178.58","184.25","177.38","113.19M","2.92%"
"03/27/2024","179.83","181.41","181.91","176.00","81.80M","1.22%"
"03/28/2024","175.79","177.45","179.57","175.30","77.66M","-2.25%"
"04/01/2024","175.22","176.17","176.75","170.21","81.56M","-0.32%"
"04/02/2024","166.63","164.75","167.69","163.43","116.65M","-4.90%"
"04/03/2024","168.38","164.02","168.82","163.28","82.95M","1.05%"
"04/04/2024","171.11","170.07","177.19","168.01","123.16M","1.62%"
"04/05/2024","164.90","169.08","170.86","160.51","143.16M","-3.63%"
"04/08/2024","172.98","169.34","174.50","167.79","104.42M","4.90%"
"04/09/2024","176.88","172.91","179.22","171.92","103.23M","2.25%"
"04/10/2024","171.76","173.04","174.93","170.01","84.53M","-2.89%"
"04/11/2024","174.60","172.55","175.88","168.51","94.52M","1.65%"
"04/12/2024","171.05","172.34","173.81","170.36","64.72M","-2.03%"
"04/15/2024","161.48","170.24","170.69","161.38","100.25M","-5.59%"
"04/16/2024","157.11","156.74","158.19","153.75","97.00M","-2.71%"
"04/17/2024","155.45","157.64","158.33","153.78","82.44M","-1.06%"
"04/18/2024","149.93","151.25","152.20","148.70","96.10M","-3.55%"
"04/19/2024","147.05","148.97","150.94","146.22","87.08M","-1.92%"
"04/22/2024","142.05","140.56","144.44","138.80","107.10M","-3.40%"
"04/23/2024","144.68","143.33","147.26","141.11","124.55M","1.85%"
"04/24/2024","162.13","162.84","167.97","157.51","181.18M","12.06%"
"04/25/2024","170.18","158.96","170.88","158.36","126.43M","4.97%"
"04/26/2024","168.29","168.85","172.12","166.37","109.82M","-1.11%"
"04/29/2024","194.05","188.42","198.87","184.54","243.87M","15.31%"
"04/30/2024","183.28","186.98","190.95","182.84","127.03M","-5.55%"
"05/01/2024","179.99","182.00","185.86","179.01","92.83M","-1.80%"
"05/02/2024","180.01","182.86","184.60","176.02","89.15M","0.01%"
"05/03/2024","181.19","182.10","184.78","178.42","75.49M","0.66%"
"05/06/2024","184.76","183.80","187.56","182.20","84.39M","1.97%"
"05/07/2024","177.81","182.40","183.26","177.40","75.05M","-3.76%"
"05/08/2024","174.72","171.59","176.06","170.15","79.97M","-1.74%"
"05/09/2024","171.97","175.01","175.62","171.37","65.95M","-1.57%"
"05/10/2024","168.47","173.05","173.06","167.75","72.63M","-2.04%"
"05/13/2024","171.89","170.00","175.40","169.00","67.02M","2.03%"
"05/14/2024","177.55","174.50","179.49","174.07","86.41M","3.29%"
"05/15/2024","173.99","179.90","180.00","173.11","79.66M","-2.01%"
"05/16/2024","174.84","174.10","175.79","171.43","59.81M","0.49%"
"05/17/2024","177.46","173.55","179.63","172.75","77.45M","1.50%"
"05/20/2024","174.95","177.56","177.75","173.52","61.73M","-1.41%"
"05/21/2024","186.60","175.51","186.88","174.71","115.27M","6.66%"
"05/22/2024","180.11","182.85","183.80","178.12","88.31M","-3.48%"
"05/23/2024","173.74","181.80","181.90","173.26","71.98M","-3.54%"
"05/24/2024","179.24","174.84","180.08","173.73","65.58M","3.17%"
"05/28/2024","176.75","176.40","178.25","173.16","59.74M","-1.39%"
"05/29/2024","176.19","174.19","178.15","173.93","54.78M","-0.32%"
"05/30/2024","178.79","178.57","182.67","175.38","77.79M","1.48%"
"05/31/2024","178.08","178.50","180.32","173.82","67.32M","-0.40%"
"06/03/2024","176.29","178.13","182.64","174.49","68.57M","-1.01%"
"06/04/2024","174.77","174.77","177.76","174.00","60.06M","-0.86%"
"06/05/2024","175.00","175.35","176.15","172.13","57.95M","0.13%"
"06/06/2024","177.94","174.60","179.73","172.73","69.89M","1.68%"
"06/07/2024","177.48","176.13","179.35","175.58","56.25M","-0.26%"
"06/10/2024","173.79","176.06","178.57","173.17","50.87M","-2.08%"
"06/11/2024","170.66","173.92","174.75","167.41","64.76M","-1.80%"
"06/12/2024","177.29","171.12","180.55","169.80","90.39M","3.88%"
"06/13/2024","182.47","188.39","191.08","181.23","118.98M","2.92%"
"06/14/2024","178.01","185.80","186.00","176.92","82.04M","-2.44%"
"06/17/2024","187.44","177.92","188.81","177.00","109.79M","5.30%"
"06/18/2024","184.86","186.56","187.20","182.37","68.98M","-1.38%"
"06/20/2024","181.57","184.68","185.21","179.66","55.89M","-1.78%"
"06/21/2024","183.01","182.30","183.95","180.69","63.03M","0.79%"
"06/24/2024","182.58","184.97","188.80","182.55","61.99M","-0.23%"
"06/25/2024","187.35","184.40","187.97","182.01","63.68M","2.61%"
"06/26/2024","196.37","186.54","197.76","186.36","95.74M","4.81%"
"06/27/2024","197.42","195.17","198.72","194.05","72.75M","0.53%"
"06/28/2024","197.88","199.55","203.20","195.26","95.44M","0.23%"
"07/01/2024","209.86","201.02","213.23","200.85","135.69M","6.05%"
"07/02/2024","231.26","218.89","231.30","218.06","205.05M","10.20%"
"07/03/2024","246.39","234.56","248.35","234.25","166.56M","6.54%"
"07/05/2024","251.52","249.81","252.37","242.46","154.50M","2.08%"
"07/08/2024","252.94","247.71","259.44","244.57","157.22M","0.56%"
"07/09/2024","262.33","251.00","265.61","250.30","160.74M","3.71%"
"07/10/2024","263.26","262.80","267.59","257.86","128.52M","0.35%"
"07/11/2024","241.03","263.30","271.00","239.65","221.71M","-8.44%"
"07/12/2024","248.23","235.80","251.84","233.09","155.96M","2.99%"
"07/15/2024","252.64","255.97","265.60","251.73","146.91M","1.78%"
"07/16/2024","256.56","255.31","258.62","245.80","126.33M","1.55%"
"07/17/2024","248.50","252.73","258.47","246.18","115.59M","-3.14%"
"07/18/2024","249.23","251.09","257.14","247.20","110.87M","0.29%"
"07/19/2024","239.20","247.79","249.44","236.83","87.40M","-4.02%"
"07/22/2024","251.51","244.21","253.21","243.75","101.23M","5.15%"
"07/23/2024","246.38","253.60","255.76","245.63","111.93M","-2.04%"
"07/24/2024","215.99","225.42","225.99","214.71","167.94M","-12.33%"
"07/25/2024","220.25","216.80","226.00","216.23","100.64M","1.97%"
"07/26/2024","219.80","221.19","222.28","215.33","94.60M","-0.20%"
"07/29/2024","232.10","224.90","234.27","224.70","129.20M","5.60%"
"07/30/2024","222.62","232.25","232.41","220.00","100.56M","-4.08%"
"07/31/2024","232.07","227.90","234.68","226.79","67.50M","4.24%"
"08/01/2024","216.86","227.69","231.87","214.33","83.86M","-6.55%"
"08/02/2024","207.67","214.88","216.13","205.78","82.88M","-4.24%"
"08/05/2024","198.88","185.22","203.88","182.00","100.31M","-4.23%"
"08/06/2024","200.64","200.75","202.90","192.67","73.78M","0.88%"
"08/07/2024","191.76","200.77","203.49","191.48","71.16M","-4.43%"
"08/08/2024","198.84","195.70","200.70","192.04","65.03M","3.69%"
"08/09/2024","200.00","197.05","200.88","195.11","58.65M","0.58%"
"08/12/2024","197.49","199.02","199.26","194.67","64.05M","-1.25%"
"08/13/2024","207.83","198.47","208.49","197.06","76.25M","5.24%"
"08/14/2024","201.38","207.39","208.44","198.75","70.25M","-3.10%"
"08/15/2024","214.14","205.02","215.88","204.82","89.85M","6.34%"
"08/16/2024","216.12","211.15","219.80","210.80","88.77M","0.92%"
"08/19/2024","222.72","217.07","222.98","214.09","76.44M","3.05%"
"08/20/2024","221.10","224.88","228.22","219.56","74.00M","-0.73%"
"08/21/2024","223.27","222.67","224.66","218.86","70.15M","0.98%"
"08/22/2024","210.66","223.82","224.80","210.32","79.51M","-5.65%"
"08/23/2024","220.32","214.46","221.48","214.21","81.53M","4.59%"
"08/26/2024","213.21","218.75","219.09","211.01","59.30M","-3.23%"
"08/27/2024","209.21","213.25","215.66","206.94","62.82M","-1.88%"
"08/28/2024","205.75","209.72","211.84","202.59","64.12M","-1.65%"
"08/29/2024","206.28","209.80","214.89","205.97","62.31M","0.26%"
"08/30/2024","214.11","208.63","214.57","207.03","63.37M","3.80%"
"09/03/2024","210.60","215.26","219.90","209.64","76.71M","-1.64%"
"09/04/2024","219.41","210.59","222.22","210.57","80.65M","4.18%"
"09/05/2024","230.17","223.49","235.00","222.25","119.36M","4.90%"
"09/06/2024","210.73","232.60","233.60","210.51","112.18M","-8.45%"
"09/09/2024","216.27","216.20","219.87","213.67","67.44M","2.63%"
"09/10/2024","226.17","220.07","226.40","218.64","78.89M","4.58%"
"09/11/2024","228.13","224.55","228.47","216.80","83.55M","0.87%"
"09/12/2024","229.81","224.66","231.45","223.83","72.02M","0.74%"
"09/13/2024","230.29","228.00","232.67","226.32","59.52M","0.21%"
"09/16/2024","226.78","229.30","229.96","223.53","54.32M","-1.52%"
"09/17/2024","227.87","229.45","234.57","226.55","66.76M","0.48%"
"09/18/2024","227.20","230.09","235.68","226.88","78.01M","-0.29%"
"09/19/2024","243.92","234.00","244.24","232.13","102.70M","7.36%"
"09/20/2024","238.25","241.52","243.99","235.92","99.88M","-2.32%"
"09/23/2024","250.00","242.61","250.00","241.92","86.93M","4.93%"
"09/24/2024","254.27","254.08","257.19","249.05","88.49M","1.71%"
"09/25/2024","257.02","252.54","257.05","252.28","65.03M","1.08%"
"09/26/2024","254.22","260.60","261.75","251.53","67.14M","-1.09%"
"09/27/2024","260.46","257.38","260.70","254.12","70.99M","2.45%"
"09/30/2024","261.63","259.04","264.86","255.77","80.87M","0.45%"
"10/01/2024","258.02","262.67","263.98","248.53","87.40M","-1.38%"
"10/02/2024","249.02","247.55","251.16","241.50","93.98M","-3.49%"
"10/03/2024","240.66","244.48","249.79","237.81","80.73M","-3.36%"
"10/04/2024","250.08","246.69","250.96","244.58","86.73M","3.91%"
"10/07/2024","240.83","249.00","249.83","240.70","68.11M","-3.70%"
"10/08/2024","244.50","243.56","246.21","240.56","56.30M","1.52%"
"10/09/2024","241.05","243.82","247.43","239.51","66.29M","-1.41%"
"10/10/2024","238.77","241.81","242.79","232.34","83.09M","-0.95%"
"10/11/2024","217.80","220.13","223.34","214.38","142.63M","-8.78%"
"10/14/2024","219.16","220.13","221.91","213.74","86.29M","0.62%"
"10/15/2024","219.57","220.01","224.26","217.12","62.99M","0.19%"
"10/16/2024","221.33","221.40","222.82","218.93","49.63M","0.80%"
"10/17/2024","220.89","221.59","222.08","217.90","50.79M","-0.20%"
"10/18/2024","220.70","220.71","222.28","219.23","49.61M","-0.09%"
"10/21/2024","218.85","218.90","220.48","215.73","47.33M","-0.84%"
"10/22/2024","217.97","217.31","218.22","215.26","43.27M","-0.40%"
"10/23/2024","213.65","217.13","218.72","212.11","80.94M","-1.98%"
"10/24/2024","260.48","244.68","262.12","242.65","204.49M","21.92%"
"10/25/2024","269.19","256.01","269.49","255.32","161.61M","3.34%"
"10/28/2024","262.51","270.00","273.54","262.24","107.65M","-2.48%"
"10/29/2024","259.52","264.51","264.98","255.51","80.52M","-1.14%"
"10/30/2024","257.55","258.04","263.35","255.82","53.99M","-0.76%"
"10/31/2024","249.85","257.99","259.75","249.25","66.58M","-2.99%"
"11/01/2024","248.98","252.04","254.00","246.63","57.54M","-0.35%"
"11/04/2024","242.84","244.56","248.90","238.88","68.80M","-2.47%"
"11/05/2024","251.44","247.34","255.28","246.21","69.28M","3.54%"
"11/06/2024","288.53","284.67","289.59","275.62","165.23M","14.75%"
"11/07/2024","296.91","288.89","299.75","285.52","117.31M","2.90%"
"11/08/2024","321.22","299.14","328.71","297.66","204.78M","8.19%"
"11/11/2024","350.00","346.30","358.64","336.00","210.52M","8.96%"
"11/12/2024","328.49","342.74","345.84","323.31","155.73M","-6.15%"
"11/13/2024","330.24","335.85","344.60","322.50","125.41M","0.53%"
"11/14/2024","311.18","327.69","329.98","310.37","120.73M","-5.77%"
"11/15/2024","320.72","310.57","324.68","309.22","114.44M","3.07%"
"11/18/2024","338.74","340.73","348.55","330.01","126.55M","5.62%"
"11/19/2024","346.00","335.76","347.38","332.75","88.85M","2.14%"
"11/20/2024","342.03","345.00","346.60","334.30","66.34M","-1.15%"
"11/21/2024","339.64","343.81","347.99","335.28","58.01M","-0.70%"
"11/22/2024","352.56","341.08","361.53","337.70","89.14M","3.80%"
"11/25/2024","338.59","360.14","361.93","338.20","95.89M","-3.96%"
"11/26/2024","338.23","341.00","346.96","335.66","62.30M","-0.11%"
"11/27/2024","332.89","341.80","342.55","326.59","57.90M","-1.58%"
"11/29/2024","345.16","336.08","345.45","334.65","37.17M","3.69%"
